frame,timestamp,posX,posY,posZ,roll,pitch,yaw,l_arm_shoulder_pitch_joint,l_arm_shoulder_roll_joint,l_arm_shoulder_yaw_joint,l_arm_elbow_joint,l_leg_hip_yaw_joint,l_leg_hip_roll_joint,l_leg_hip_pitch_joint,l_leg_knee_joint,l_leg_ankle_joint,r_arm_shoulder_pitch_joint,r_arm_shoulder_roll_joint,r_arm_shoulder_yaw_joint,r_arm_elbow_joint,r_leg_hip_yaw_joint,r_leg_hip_roll_joint,r_leg_hip_pitch_joint,r_leg_knee_joint,r_leg_ankle_joint
11.0,0.39032769203186035,-1.0062861201141438,0.040645764557078426,0.7112759431891752,-0.20990518924079798,-0.07916261417264626,-0.3008705855505339,-0.5755753365002739,1.1631364860876391e-05,-0.09072129743359666,-0.6646962247690937,0.05770307587285315,-0.0684169163843554,0.7799812958566255,0.29202822179895066,-0.21136223889244315,0.047100179205151464,-1.4580565197280687e-05,0.18338013902914635,-0.41078083268697163,0.3354222769726175,0.09809333457846245,-0.6664307561583436,1.0295921381896238,-0.19575586415202287
12.0,0.4138822555541992,-0.9477336966905541,0.040693674936939775,0.7136391136934677,-0.1959594619508953,-0.04055154876880588,-0.31053347069635995,-0.6025410562686976,1.1929353852303013e-05,-0.09563853504380633,-0.6929816576126844,0.03510581342256288,-0.09119219564585612,0.7799822007750139,0.27526760026804004,-0.2129198883309185,0.04060483226319717,-1.621575437682584e-05,0.22593621125371352,-0.44781281782706867,0.3470652091935658,0.07574315558009664,-0.7696149160568841,0.9563460597833029,-0.19150434955931522
13.0,0.44003844261169434,-0.8878469030858694,0.04052588877018366,0.7133340058487025,-0.1814181886381625,-0.007977149124000748,-0.319255115160467,-0.6181329969386705,1.2268998626445054e-05,-0.10065001284909296,-0.7194664976156224,0.011140164735633873,-0.1165406957224984,0.7799824048560968,0.27125295603829513,-0.2146182311302505,0.0359601577025096,-1.8033749807726635e-05,0.2607429372486027,-0.48452669127281295,0.35482730405035584,0.05520516212285072,-0.8459086702015213,0.8855144070881917,-0.1868599866174629
14.0,0.4647228717803955,-0.8271596534231629,0.039885937459844416,0.7107278015650618,-0.1666526199417631,0.017003869181809416,-0.32670529586577435,-0.6196407310050962,1.255800236968755e-05,-0.10623762076862885,-0.7436903174383525,-0.01071272603239604,-0.14222296426065417,0.7799820138541609,0.28093341930856147,-0.2164701590551436,0.032100009707181715,-1.984372968727277e-05,0.28968625404258586,-0.5203313748878209,0.35955342722648187,0.036859443244226756,-0.895724329496235,0.8243657303746192,-0.18195608874670416
15.0,0.48979806900024414,-0.7660756139704639,0.03851801378528668,0.7061503756273135,-0.15189767308508886,0.03477915826474061,-0.33279949053023383,-0.6055433240491382,1.273234203673662e-05,-0.11256305779698567,-0.7646904107239908,-0.027746617675141645,-0.1665137239859517,0.7799810663229497,0.30301407310729855,-0.21844387311505636,0.02769516185161128,-2.1336553677522064e-05,0.31375259328472277,-0.5543336240094108,0.3621816135046205,0.021143432476377875,-0.9206594257675664,0.7777877472539341,-0.17699371543124687
16.0,0.5152685642242432,-0.7043321866504286,0.03623895654665044,0.6996559038995254,-0.136482708064506,0.04507573843207459,-0.33809407332918107,-0.5744065474269715,1.2790974559111399e-05,-0.1193811791132082,-0.7818634233886032,-0.03701915285425611,-0.188725493442872,0.7799794795722705,0.3383819327052725,-0.2205532349467288,0.022743319470238044,-2.23087896605765e-05,0.3322341794285968,-0.585800846365205,0.36318536192530815,0.007656196903020359,-0.922627894246919,0.749397945550649,-0.17213828911745377
17.0,0.5444796085357666,-0.6421424553257586,0.033314901364692034,0.6912727212179087,-0.12058161697895219,0.048740547888068725,-0.3413121368450832,-0.527707179886108,1.2765302364201694e-05,-0.12642154480694673,-0.7951767923226641,-0.035607673075124996,-0.2074349832841347,0.7799769457949118,0.3862464318991819,-0.2228105725158503,0.01641193012187066,-2.3087773142506326e-05,0.347256814827306,-0.6148214700928565,0.36338596934415,-0.004226323656870155,-0.9033810402114475,0.740558793160408,-0.16753511786799802
18.0,0.5695858001708984,-0.5794180187027803,0.03013867527860179,0.6815198590708298,-0.10484533130872298,0.046848334641414816,-0.34369587835301235,-0.46641210825327173,1.2727819235358712e-05,-0.13386453001165063,-0.8040315880830814,-0.022049735769688127,-0.22319770068118683,0.7799728953488655,0.44670970803896326,-0.22526349756115674,0.009045435865378546,-2.3611953658501396e-05,0.35768768067176937,-0.6418553652071337,0.3635357654019095,-0.014758039895864238,-0.8644919846558927,0.7531659549078547,-0.1633503821736323
19.0,0.5945446491241455,-0.5165765555162745,0.026373106181411587,0.6710513622268048,-0.09030712456265635,0.03745263369259233,-0.3452835138556902,-0.3916595288434887,1.2630427702034267e-05,-0.1423331190157944,-0.8083296840061146,0.003868427033425723,-0.2335395476688937,0.7799651940667951,0.5198410674058571,-0.2279336448234073,-0.00013510310857227197,-2.3768078591109196e-05,0.3650088484455843,-0.6675740860075134,0.3640805884899776,-0.024417249563524264,-0.8075371753496247,0.7851959891284004,-0.15966764366174602
20.0,0.618981122970581,-0.45404693162820997,0.02237917366945603,0.6599964364156785,-0.07883551540557561,0.019046677856187876,-0.34613724928709366,-0.30663414931181765,1.2517712846502632e-05,-0.1507617242891312,-0.8074598338085609,0.03944107280690596,-0.23647849263885548,0.7799420689092266,0.6046595701171903,-0.23082643429254196,-0.0109763470980757,-2.359825459155352e-05,0.3703610219139372,-0.6915348412418807,0.36572146117980336,-0.032382285114140416,-0.7340215249339197,0.8321526595646487,-0.15662800427024912
21.0,0.6446285247802734,-0.3923921124339498,0.018675343101807157,0.6496362047033553,-0.07108565873993383,-0.009559639094110745,-0.3459632486774315,-0.21412676378888532,1.2509594100613765e-05,-0.15882235307202808,-0.8020801974189922,0.08126407655156542,-0.2315826710786121,0.7795688874346328,0.6975899933384936,-0.23393146790014602,-0.02421247792449286,-2.3094542594541677e-05,0.37418537605013835,-0.7129862206359154,0.36723335504921306,-0.03758999103300621,-0.6373185331187201,0.8863038300816147,-0.15426697766397848
22.0,0.6706197261810303,-0.332173626849955,0.01513887948033046,0.6416788440624785,-0.06522186265663607,-0.04756229972960446,-0.34358644467839355,-0.11751575471421913,1.2458802769540175e-05,-0.16652347926654282,-0.7928939301619644,0.12553752652720182,-0.22120995898123824,0.7711284315105267,0.796927586044933,-0.23713146308663072,-0.040210696925300486,-2.2444850094404155e-05,0.37766232134874705,-0.7312229962887133,0.36731307627763454,-0.03971510561970597,-0.5158439355800694,0.9348908237774386,-0.15256157024685815
23.0,0.6970500946044922,-0.2732308410242791,0.012234520293082165,0.637258159596426,-0.05909858945755559,-0.08933394299210387,-0.3379812158037835,-0.024529362465490145,1.2450938119503254e-05,-0.17362517733600358,-0.782519987261614,0.16878484628428947,-0.21048828341109765,0.7435393828521892,0.9010551654853215,-0.2403693806006988,-0.060960575114707684,-2.1840147979819127e-05,0.38026472250617227,-0.7463221104785455,0.36295049687704406,-0.041051995387968845,-0.3712579967054981,0.9678309295694236,-0.15154287595810573
24.0,0.7230653762817383,-0.21655137418543355,0.009401529603849178,0.637502185061207,-0.04906267324535434,-0.13557316850566278,-0.3264429521470381,0.06381470014707913,1.2172326457502969e-05,-0.1832040995931397,-0.7732116993926257,0.20771201458671767,-0.2027117470146912,0.6912364226613636,1.0071312527792153,-0.24349352177999065,-0.08749922179998357,-2.0648355963144475e-05,0.3822989090188532,-0.7583750275114842,0.35319401627824276,-0.04160850603677206,-0.20822962224694203,0.9786957686420165,-0.15114387461003348
25.0,0.7490110397338867,-0.16172592157837257,0.007991052169082448,0.6418951467172952,-0.036723715290439156,-0.18035726978273153,-0.31126445392293034,0.1403800442051451,1.2492582763922085e-05,-0.19412762243741075,-0.7664694924404423,0.24101797964236704,-0.2045919836368501,0.6140643133509984,1.1081151144168184,-0.24648484589940134,-0.11916968917182309,-2.2241923671498573e-05,0.38337611541740235,-0.7677284342162429,0.33703159961326523,-0.04227850335844917,-0.03713703773735223,0.9644315348277888,-0.1512180154144874
26.0,0.7732734680175781,-0.10831836964597677,0.007318555610819511,0.6491693427881529,-0.0223092447044633,-0.22059577762023613,-0.2936898496688686,0.20349111577847995,1.3524268732903648e-05,-0.20659084412738377,-0.7619850228033198,0.26607236094567693,-0.21640529918764706,0.5132692545679907,1.1995816272198714,-0.24914485579458556,-0.1554801203729025,-2.4566615387357115e-05,0.38247526034816354,-0.7737552325614534,0.31588357149778024,-0.04343221525781722,0.1317336121118763,0.9274161143756143,-0.15172654026388482
27.0,0.7971713542938232,-0.056014577322143565,0.007408368489558498,0.6589327571928099,-0.007288681231974426,-0.253775820743413,-0.2734216734130412,0.2522934614029701,1.4712493426923644e-05,-0.2197523232143194,-0.7598201687329653,0.28103732973087053,-0.2367759066244407,0.3910475039847615,1.27567450398046,-0.2513850834631842,-0.1946874659780914,-2.4136003924775666e-05,0.38061096833212626,-0.7764855504490924,0.29036490626991757,-0.04490777444983149,0.29070651446895845,0.8723733992183732,-0.15253816053024621
28.0,0.8210783004760742,-0.0035256450102783207,0.008020968044989998,0.670256490935315,0.006632310863929429,-0.2760648447421429,-0.2507109677450779,0.2861400058234136,1.64722106273314e-05,-0.23161004728642248,-0.7600588660644406,0.28432291783595637,-0.260944619224166,0.2537910977441862,1.3318514477756835,-0.2531683748678397,-0.2349524838894596,-2.2483709273445228e-05,0.37651774335121985,-0.7761784022041609,0.2628431536076874,-0.04651600567628114,0.43323273203057067,0.8042103951397264,-0.15358033100999557
29.0,0.8502864837646484,0.04942945238206556,0.0087325123620418,0.6824837419140262,0.018366397783940808,-0.2883546495253223,-0.2246740151606209,0.308106433003817,1.6141485688353356e-05,-0.2414858645201763,-0.7622294507809951,0.27471249399624953,-0.2830730966153972,0.1066086590079974,1.3652111368963062,-0.25439094531506623,-0.27340885192006054,-1.8588498603375224e-05,0.37145279299702333,-0.7728489994507135,0.23559958531893654,-0.046558785996273264,0.5563839520604537,0.7284820789297153,-0.1547523035027492
30.0,0.8832197189331055,0.10215973428953,0.010467381677903911,0.6950176106082977,0.025914209586738568,-0.2916825041376414,-0.19567432455630224,0.31885450834907414,1.611572131311351e-05,-0.24724393836507774,-0.7669371474228432,0.255044785955428,-0.2999936536236315,-0.04357683959385632,1.3744095340896587,-0.25503531860964346,-0.3065199821121197,-1.5943111069951996e-05,0.36701500310827306,-0.7673775109823668,0.21111656580251253,-0.04332013621337193,0.6599734444284036,0.6496996312745538,-0.1558585031541126
31.0,0.9135363101959229,0.1576867257276521,0.010379937833389885,0.7065499168287196,0.029203354758240544,-0.2783276555836126,-0.16966228643553632,0.32224971277538905,1.6775075297728076e-05,-0.24977226483083653,-0.7734506159101137,0.22838520141475338,-0.3069549568787897,-0.1974752721315149,1.3586530858550758,-0.2549605083634344,-0.33764344519941547,-1.4476173146917107e-05,0.36133102658059735,-0.762996538083411,0.18748214583646539,-0.03826716332242429,0.7285932085742868,0.5776580829949368,-0.1571213997800766
32.0,0.941821813583374,0.2144426064027979,0.010353536223218388,0.7170106265770746,0.027434040803235533,-0.2491887657736908,-0.14629931322862086,0.31894899987592396,1.791634202978119e-05,-0.2484952863971428,-0.7833642265246714,0.19863136226479733,-0.3056707599321725,-0.3509353105408498,1.3205590064150643,-0.2541635147397079,-0.36573628766738353,-1.3954964794364692e-05,0.3552899726242469,-0.7611239361217182,0.16857913816423334,-0.029952920337290433,0.7636056682372668,0.5188343390665475,-0.1584090433613928
33.0,0.9675338268280029,0.2725198288448504,0.01012467912175475,0.7247012773445327,0.022439868568882654,-0.21035742246032296,-0.1257466651745957,0.31285370598558915,1.9502116984331667e-05,-0.24451061115365486,-0.79618574758781,0.16839438669528753,-0.29779338885512996,-0.4976591801524004,1.2633618268747655,-0.2524809685532982,-0.3905115517091241,-1.4321820471081084e-05,0.3499152268055733,-0.7613704932784883,0.15599903650691743,-0.017303719815391555,0.7773164269504671,0.4749715534173149,-0.15981278232653684
34.0,0.9932615756988525,0.33163912954273267,0.009959064028512439,0.7292586351364158,0.014968786585604,-0.16738932198343276,-0.10870814639066825,0.30425580610895203,2.073046816581197e-05,-0.23881702709771546,-0.8120984718478309,0.14043782733330878,-0.2854597780480211,-0.6288947908371274,1.1931875220646455,-0.24994966966991608,-0.4090769038860676,-1.4968460503784722e-05,0.3455484517880878,-0.7638018885145011,0.15117903560047732,-0.0006702564355686334,0.779971141267608,0.4479452060642226,-0.16142153031883946
35.0,1.020857810974121,0.39166314821014026,0.010349822661625367,0.7308419149448901,0.00541637772656992,-0.12538186895150397,-0.09346427321579497,0.29450770195154274,2.1540909315984164e-05,-0.23230102560370514,-0.830750032522115,0.11669290162747184,-0.27201422787116225,-0.7381577189900743,1.1175447771368416,-0.24677240027265757,-0.41887363013251,-1.595730284893314e-05,0.3414885775374433,-0.7673750914138584,0.1543085314907761,0.020010964383292727,0.7799810037150265,0.4364369639819049,-0.16319318577821423
36.0,1.0461547374725342,0.4528857474277327,0.011012189126650671,0.729345502745732,-0.005306366416425194,-0.08779987330180014,-0.07771091243102085,0.2828310468211457,2.2142348146138125e-05,-0.22517800970512153,-0.8515330715583072,0.0973938677527644,-0.2603569798665597,-0.8217941034174828,1.0427159850314576,-0.24314095620616882,-0.4181848876216617,-1.732603960569193e-05,0.3364186049432927,-0.7702766271631472,0.1640044636226283,0.04363418341348757,0.7799817100625729,0.43788298850479696,-0.1651683775102227
37.0,1.0714805126190186,0.5150028064004296,0.012091694354909277,0.7251866109712286,-0.016742418814986774,-0.05620166731419826,-0.06317319045120563,0.26738803441396064,2.261035009972776e-05,-0.21736501523100216,-0.8737306757305198,0.08284000000356785,-0.2503354412136547,-0.878716806280837,0.9776704953756378,-0.23927988940941164,-0.40473212628389965,-1.8936906903646344e-05,0.33016442309061556,-0.7707356013745438,0.17687892753077045,0.06792077322607518,0.7799806138933725,0.4501224337101698,-0.1673819528192395
38.0,1.0963232517242432,0.5781047583403551,0.013664184839989645,0.7183998650015737,-0.029144663350938627,-0.03145271748380416,-0.04954256214427734,0.24782866592658542,2.3067044596850377e-05,-0.20926512351076357,-0.895709709324706,0.07193672619408233,-0.24135674397395857,-0.9110015604887439,0.9277727766202837,-0.2353468287735802,-0.3794424966316198,-2.0700692548038633e-05,0.32279072985909374,-0.7679259524053523,0.18923699111533993,0.09203243694133217,0.7799778257569094,0.4711965264690662,-0.1697979792975018
39.0,1.1207730770111084,0.6415358894758535,0.015538830881525363,0.7094486778132565,-0.04180842336185349,-0.014889252296861605,-0.03729152562629509,0.22447646121377285,2.305778893766554e-05,-0.2022925379002364,-0.9171461531010514,0.06523632957700069,-0.2326685134316824,-0.9186837141592552,0.8979804423528995,-0.23152444231784478,-0.3409283297362306,-2.2363433566260103e-05,0.31500198275604685,-0.7607575107411647,0.19798759575340574,0.11549998475855305,0.7799716533944069,0.5001199589685081,-0.17238620533984395
40.0,1.1472499370574951,0.7053196254707172,0.0176030337983624,0.6985651682617513,-0.05404310347149087,-0.0055210585690898895,-0.027077072276595678,0.19839839139455415,2.2791642363132832e-05,-0.19694459573724127,-0.9367319982932478,0.06276382327765531,-0.222694032994012,-0.9027178397674411,0.8896668086350394,-0.2280266214562613,-0.29082886314621675,-2.3499555306435844e-05,0.30533784551413945,-0.7495856686478533,0.19990566651818786,0.1374656939349812,0.7799546347635798,0.5368054882716883,-0.17519161347027462
41.0,1.1751937866210938,0.7699767996834541,0.019775544928595148,0.6859638077999022,-0.06473670854461804,-0.003244699203793723,-0.01945076271147645,0.1690305264687017,2.232318673602392e-05,-0.1927479013529056,-0.9544570682055267,0.06421993868529877,-0.21080467184823376,-0.8645106566767653,0.903161992529355,-0.22504910288778812,-0.23010698179642042,-2.4034529048948266e-05,0.29166911277406493,-0.734587892877314,0.19501743501853436,0.15639221393280772,0.7798822079439942,0.5817848676418416,-0.178182372091439
42.0,1.2018959522247314,0.83532036642463,0.021818827097440666,0.6722655287432779,-0.0729233758261966,-0.009481833079104218,-0.015614811276072019,0.1376983243235663,2.16697284522577e-05,-0.1905057877276036,-0.9697877201668842,0.06783290004199913,-0.19474205303256278,-0.8065213855423231,0.9359940517698722,-0.22272864253660588,-0.16160557986360016,-2.3939064941693776e-05,0.2736442501645624,-0.7160491304057333,0.1836513968683868,0.17072864096909923,0.7794313282272448,0.6344931422083083,-0.1813127054631164
43.0,1.2313647270202637,0.8995655247972293,0.02446313244725322,0.6588148274646761,-0.07907949985782597,-0.02718241782522726,-0.01448745637916026,0.10401937743272216,2.0288192001179444e-05,-0.19008759916033494,-0.982364537874693,0.07286813090968965,-0.1755815714997226,-0.7295300839143686,0.9828182033070472,-0.22110803102925647,-0.08727655166464794,-2.2142968580808937e-05,0.2531646466607631,-0.6942749108649957,0.16803546800825664,0.18197611578334527,0.7770869617501183,0.6943288286201119,-0.1844313905733642
44.0,1.2581872940063477,0.9634653028417364,0.027372165313950585,0.6476108361631286,-0.08567018268140228,-0.05077561809651981,-0.016509594871191725,0.06685086954767497,1.9299625850134974e-05,-0.19086260110230518,-0.9922145956238863,0.08113816831978585,-0.15180460119500197,-0.6310769948560022,1.0304088124714776,-0.22026541608874006,-0.010083100622069886,-2.0712337520197955e-05,0.23168891794624275,-0.6707455382746046,0.15140983879026895,0.18994956279097808,0.7615542578810394,0.7607950220725103,-0.187496705326201
45.0,1.286696195602417,1.0265285158523838,0.030467135814812557,0.640183205081394,-0.09519992510469295,-0.07748720269276804,-0.022491560728964334,0.025192609076504495,1.8326765039399805e-05,-0.19278300995795958,-0.9996345198350378,0.09239373031172304,-0.12356653663222472,-0.5090936717545118,1.0651747211209899,-0.220187840905807,0.06597859339083349,-1.8977493402694652e-05,0.21124202235862963,-0.6472550623994454,0.1359030702872674,0.19718940916059563,0.7268593445035219,0.8310548191978133,-0.19033541508670643
46.0,1.3127243518829346,1.0884686987383314,0.03219916932004406,0.6373069130799398,-0.10772749708985326,-0.10463543917981913,-0.03308751745676222,-0.017988290202391916,1.7212930906833498e-05,-0.19717311367014545,-1.0049407704543984,0.10580049939402125,-0.09189755247654358,-0.36561754044232436,1.0783172265879257,-0.22071886664103774,0.13618840486767744,-1.713130752856199e-05,0.19232730495503522,-0.6257704973059425,0.12305257763715108,0.20730611754320433,0.6696651388476174,0.9021234289012666,-0.19296729210949942
47.0,1.3353407382965088,1.1484869320924682,0.03356416718458535,0.6390211946210071,-0.12502951380033034,-0.1300521019756733,-0.04778840639280882,-0.06497425915002493,1.9702792232635514e-05,-0.2015995071480209,-1.0071408267831392,0.12177655233385601,-0.05951859440618536,-0.20789289021197715,1.0646612098785362,-0.2217474246453089,0.19735324874642302,-2.027391216323689e-05,0.17696736686998105,-0.6077319422926392,0.11494282023457984,0.2217345014364434,0.5882544409770527,0.9716618799098484,-0.19523513589018088
48.0,1.3628218173980713,1.2052848078464513,0.03487155219781307,0.6446704971666333,-0.14546118379147568,-0.15312505791713663,-0.06472154057046768,-0.11407111712204729,1.8767535579383667e-05,-0.2057509668070538,-1.0068935448032195,0.14052194689061165,-0.028478013309814004,-0.04676433316435116,1.0258698518724652,-0.22311907190622488,0.24634238719691762,-1.8532537515797312e-05,0.16745128649271523,-0.5939706726340355,0.11275979431070901,0.24153977007093116,0.4827091792697832,1.035385076207187,-0.19696317270440772
49.0,1.3877136707305908,1.2595601103807623,0.03622208837110302,0.653564591835289,-0.1668724022049162,-0.17050166419775797,-0.08442842506333721,-0.16542317482432434,1.834012079493451e-05,-0.20833499563862584,-1.0034689753471304,0.1613070865956523,-0.0013294535940148785,0.1085729151472565,0.9670235983835536,-0.22473192361734814,0.28207726642747755,-1.7579384542830723e-05,0.16512494870937375,-0.5850357814912277,0.11823469013958492,0.2625799993085828,0.35406083071328576,1.089691328981546,-0.198121664208476
50.0,1.4133131504058838,1.3118835694211457,0.03766238671132271,0.6646348930384033,-0.18640579085177328,-0.18058271439939322,-0.10638051803106807,-0.21666429051824881,1.7198468798148227e-05,-0.20915472039685967,-0.9972977753768228,0.18189320536070752,0.019782461011872886,0.25054575945309165,0.8949867076069773,-0.22646168081309725,0.3042449721665522,-1.64963809973268e-05,0.169840042217677,-0.5806756381263576,0.1333190921461117,0.28003398931048884,0.2057867773838841,1.1308346291535085,-0.19864545578163073
51.0,1.438166856765747,1.363802203758126,0.03932943603865051,0.6766989489477968,-0.2020081912072318,-0.18087795619410169,-0.12912959769615417,-0.2661349919201169,1.53487977622445e-05,-0.20861409105967393,-0.9896312566662295,0.1999645530709901,0.03352887241577878,0.37555437417540305,0.8148660933815287,-0.22825396072332582,0.31414458215405455,-1.4924066049402863e-05,0.1818184074469421,-0.5808422087596463,0.1571200669877094,0.28885868955801913,0.043632819840943686,1.155100650543733,-0.19849407477124953
52.0,1.462890386581421,1.416339308333388,0.04062210856369175,0.6887461660487295,-0.211498522940765,-0.17170000508908223,-0.1520492380202822,-0.3132052969527487,1.4382106056429342e-05,-0.20686780223631746,-0.9811304444815802,0.21327708578479054,0.03892276570440288,0.4824088946137352,0.7304637101450638,-0.23003234967646508,0.31401587404569464,-1.4934934968224922e-05,0.20054616718460988,-0.5851620951581857,0.1879214050516737,0.28605124364500767,-0.1253369435443583,1.1600560417327708,-0.1976851717861177
53.0,1.488722801208496,1.4697755317379424,0.041410557911272156,0.6997574211714503,-0.21488965113559627,-0.15437958006028113,-0.17396273373393983,-0.3562983033624303,1.3760286091311025e-05,-0.20496242861573122,-0.9730601189135333,0.2202262744182206,0.03641193122488926,0.5720171749461957,0.6441507234508541,-0.2317093529827169,0.306638345522802,-1.5950761514140552e-05,0.22495900755239448,-0.5933408308218614,0.2225672892444415,0.27171896039844357,-0.2907230651257129,1.1445653063322094,-0.19617161420471763
54.0,1.517533302307129,1.524911635564081,0.041951050530780395,0.7085688514084663,-0.21317367234047904,-0.13130171940429375,-0.19280939156580318,-0.39546280457704186,1.3221100136413182e-05,-0.2034191967290938,-0.966475246845278,0.22048525601457683,0.02786340338347583,0.6479149325498527,0.5569449106501752,-0.23332165328408835,0.2953439923814677,-1.6220826430453274e-05,0.25445299903375834,-0.6050837789407129,0.25559562792596663,0.24835222464337275,-0.4434798460937176,1.1102402893356214,-0.19399621451931578
